1,T
2,T
3,T
4,T
5,T
6,T
7,T
8,T
9,T
10,T
11,T
12,T
13,T
14,T
15,T
16,T
17,T
18,T
19,T
20,T
21,T
22,T
23,T
24,T
25,T
26,T
27,T
28,T
29,T
30,T
31,T
32,T
33,T
34,T
35,T
36,T
37,T
38,T
39,T
40,T
41,T
42,T
43,T
44,T
45,T
46,T
47,T
48,T
49,T
50,T
51,T
52,T
53,T
54,T
55,T
56,T
57,T
58,T
59,T
60,T
61,T
62,T
63,T
64,T
65,T
66,T
67,T
68,T
69,T
70,T
71,T
72,T
73,T
74,T
75,T
76,T
77,T
78,T
79,T
80,T
81,T
82,T
83,T
84,T
85,T
86,T
87,T
88,T
89,T
90,T
91,T
92,T
93,T
94,T
95,T
96,T
97,T
98,T
99,T
100,T
101,T
102,T
103,T
104,T
105,T
106,T
107,T
108,T
109,T
110,T
111,T
112,T
113,T
114,T
115,T
116,T
117,T
118,T
119,T
120,T
121,T
122,T
123,T
124,T
125,T
126,T
127,T
128,T
129,T
130,T
131,T
132,T
133,T
134,T
135,T
136,T
137,T
138,T
139,T
140,T
141,T
142,T
143,T
144,T
145,T
146,T
147,T
148,T
149,T
150,T
151,T
152,T
153,T
154,T
155,T
156,T
157,T
158,T
159,T
160,T
161,T
162,T
163,T
164,T
165,T
166,T
167,T
168,T
169,T
170,T
171,T
172,T
173,T
174,T
175,T
176,T
177,T
178,T
179,T
180,T
181,T
182,T
183,T
184,T
185,T
186,T
187,T
188,T
189,T
190,T
191,T
192,T
193,T
194,T
195,T
196,T
197,T
198,T
199,T
200,T
201,T
202,T
203,T
204,T
205,T
206,T
207,T
208,T
209,T
210,T
211,T
212,T
213,T
214,T
215,T
216,T
217,T
218,T
219,T
220,T
221,T
222,T
223,T
224,T
225,T
226,T
227,T
228,T
229,T
230,T
231,T
232,T
233,T
234,T
235,T
236,T
237,T
238,T
239,T
240,T
241,T
242,T
243,T
244,T
245,T
246,T
247,T
248,T
249,T
250,T
251,T
252,T
253,T
254,T
255,T
256,T
257,T
258,T
259,T
260,T
261,T
262,T
263,T
264,T
265,T
266,T
267,T
268,T
269,T
270,T
271,T
272,T
273,T
274,T
275,T
276,T
277,T
278,T
279,T
280,T
281,T
282,T
283,T
284,T
285,T
286,T
287,T
288,T
289,T
290,T
291,T
292,T
293,T
294,T
295,T
296,T
297,T
298,T
299,T
300,T
301,T
302,T
303,T
304,T
305,T
306,T
307,T
308,T
309,T
310,T
311,T
312,T
313,T
314,T
315,T
316,T
317,T
318,T
319,T
320,T
321,T
322,T
323,T
324,T
325,T
326,T
327,T
328,T
329,T
330,T
331,T
332,T
333,T
334,T
335,T
336,T
337,T
338,T
339,T
340,T
341,T
342,T
343,T
344,T
345,T
346,T
347,T
348,T
349,T
350,T
351,T
352,T
353,T
354,T
355,T
356,T
357,T
358,T
359,T
360,T
361,T
362,T
363,T
364,T
365,T
366,T
367,T
368,T
369,T
370,T
371,T
372,T
373,T
374,T
375,T
376,T
377,T
378,T
379,T
380,T
381,T
382,T
383,T
384,T
385,T
386,T
387,T
388,T
389,T
390,T
391,T
392,T
393,T
394,T
395,T
396,T
397,T
398,T
399,T
400,T
401,T
402,T
403,T
404,T
405,T
406,T
407,T
408,T
409,T
410,T
411,T
412,T
413,T
414,T
415,T
416,T
417,T
418,T
419,T
420,T
421,T
422,T
423,T
424,T
425,T
426,T
427,T
428,T
429,T
430,T
431,T
432,T
